title,description,keywords,cluster,x,y
Financial Analyst,"Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.","create, informed, trends, analyze, portfolio",137,-9.657676,21.787073
Software Engineer,"DevOps Engineers focus on automating and streamlining the development and deployment processes. They work to improve collaboration between development and IT operations, implementing tools and practices for continuous integration and continuous delivery (CI/CD).","focus, cd, streamlining, integration, deployment",29,-23.047758,0.7292269
Technical Writer,"Content Writers create written content for various platforms. They produce articles, blog posts, and web content to inform, educate, or entertain audiences.","produce, inform, platforms, audiences, blog",-1,-1.5748354,35.903694
Event Coordinator,"Plan and coordinate events, including selecting venues, managing budgets, arranging logistics, and ensuring a successful outcome.","coordinate, successful, selecting, budgets, venues",97,8.068673,24.798649
Software Engineer,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","runs, communication, maintaining, developer, database",126,-19.903482,-0.34418172
Sales Associate,"A Retail Sales Associate assists customers in retail environments, helping them find products, providing product information, and ensuring a positive shopping experience.","positive, environments, assists, shopping, associate",116,15.307393,9.561647
UX/UI Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","overall, websites, conduct, intuitive, create",82,2.6010425,27.103876
Event Coordinator,"Coordinate corporate events, conferences, and meetings, handle logistics, and ensure a seamless experience for attendees.","ensure, coordinate, handle, seamless, conferences",-1,-8.718424,-12.595609
Office Manager,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment.","safe, provide, improvements, environment, oversee",132,-3.3753917,-8.50846
Marketing Manager,"Product Marketing Managers promote and market products or services. They create marketing strategies, conduct market research, develop messaging, and collaborate with cross-functional teams to launch and promote products effectively in the market.","functional, cross, launch, research, managers",21,-0.63351977,24.354734
Family Nurse Practitioner,"Pediatric Nurse Practitioners specialize in pediatric care. They provide healthcare to children, including diagnosis, treatment, and preventive care.","including, preventive, diagnosis, specialize, children",110,32.479504,-8.682971
HR Coordinator,"Benefits Coordinators administer employee benefit programs, including health insurance, retirement plans, and other perks. They assist employees with benefit inquiries and ensure compliance with benefit policies.","ensure, including, inquiries, retirement, employee",22,6.552368,-27.5033
Sales Associate,"A Retail Sales Associate assists customers in retail environments, helping them find products, providing product information, and ensuring a positive shopping experience.","positive, environments, assists, shopping, associate",116,15.307585,9.561832
Dental Hygienist,A Periodontal Therapist specializes in treating gum diseases and conditions. They perform procedures such as scaling and root planing to improve oral health and prevent tooth loss.,"planing, diseases, scaling, specializes, periodontal",0,23.24933,-5.3587265
